id,address,sq ft,pets,lease,avail,rent $,parking,Location,Unit Type,Lease Type,Rent,Available,Bedroom(s),Bathroom(s),Square Footage,Resident Utilities,Laundry Location,School District,Parking Details,Pets Allowed,Restrictions,Amenities,Link
17069_325,510 E Mifflin St #1,1400,C+D,Campus,8/16/24,$2450,Street,Campus,Apartment,Campus,"$2,450 /mo",8/16/2024,3,2.0,1400 Sq Ft,Unit Electricity . Unit Gas (Heat). $25 per person per month Water and Sewer.,In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Street; Local Ordinances ApplyCheck for nearby parking.,Dogs & Cats,No Smoking Allowed.,"['Hardwood floors', 'Dishwasher', 'Microwave', 'Porch', 'Vaulted Ceilings', '']",https://www.madisonproperty.com/unit?id=17069_325
17072_325,510 E Mifflin St #301,1160,C+D,Campus,8/16/24,$1795,Street,Campus,Apartment,Campus,"$1,795 /mo",8/16/2024,1,1.0,1160 Sq Ft,Unit Electricity . Unit Gas (Heat). $25 per person per month Water and Sewer.,In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Street; Local Ordinances ApplyCheck for nearby parking.,Dogs & Cats,No Smoking Allowed.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Vaulted Ceilings', 'Granite Countertops']",https://www.madisonproperty.com/unit?id=17072_325
3698_343,745 E Mifflin St #L208,472,C+smD*,Standard,4/1/24,$1212**,$,Downtown,Apartment,Standard,"$1,212 /mo",4/1/2024,Studio,1.0,472 Sq Ft,Heat Electric & A/C,On Site,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Small Dogs & CatsPet Restrictions: Maximium 40 pound weight limit (total) for dogs.,No Smoking Allowed. Income Restrictions Apply. A 630 credit score requirement applies for applications.,"['Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Luxury Vinyl Plank']",https://www.madisonproperty.com/unit?id=3698_343
1899_325,404 W Mifflin St #4,135,No,Campus,8/16/24,$695,$,Campus,Apartment,Campus,$695 /mo,8/16/2024,Studio,1.0,135 Sq Ft,Unit Electricity .,Nearby,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,No Pets,No Smoking Allowed.,"['Hardwood floors', 'Bus route nearby', 'Heat included', '']",https://www.madisonproperty.com/unit?id=1899_325
10944_326,1201 Mound St #1,1066,No,Short Term,Now,$2540,Street,Campus,Apartment,Short Term,"$2,540 /mo",Now,4,1.0,1066 Sq Ft,Unit Electricity (Stove). Unit Gas (Hot Water).,"On Site (Washer: $1.50, Dryer: $1.50)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Carpeted', 'Hardwood floors', 'Heat included', '']",https://www.madisonproperty.com/unit?id=10944_326
8655_382,18 N Paterson St #402,648,C+D*,Short Term w/ Renewal,3/5/24,$1515,$,Downtown,Apartment,Short Term w/ Renewal Option,"$1,515 /mo",3/5/2024,Studio,1.0,648 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=8655_382
8658_343,18 N Paterson St #406,648,C+D*,Standard,6/1/24,$1709,$,Downtown,Apartment,Standard,"$1,709 /mo",6/1/2024,Studio,1.0,648 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=8658_343
8691_343,18 N Paterson St #702,648,C+D*,Standard,4/1/24,$1765,$,Downtown,Apartment,Standard,"$1,765 /mo",4/1/2024,Studio,1.0,648 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=8691_343
3738_325,2212 Regent St #B,720,No,Campus,8/16/24,$1950,Free,Campus,Apartment,Campus,"$1,950 /mo",8/16/2024,2,1.0,720 Sq Ft,Landlord pays all utilities.,On Site,"Elem: Franklin- Randall, Mid: Hamilton, High: West","Parking Included; Carport: Small vehicles only, 6ft clearance",No Pets,No Smoking Allowed.,"['Hardwood floors', 'Air Conditioning', 'Storage space', 'Bus route nearby', 'Balcony', '']",https://www.madisonproperty.com/unit?id=3738_325
3739_325,2212 Regent St #C,720,No,Campus,8/16/24,$1950,Free,Campus,Apartment,Campus,"$1,950 /mo",8/16/2024,2,1.0,720 Sq Ft,Landlord pays all utilities.,On Site,"Elem: Franklin- Randall, Mid: Hamilton, High: West","Parking Included; Carport: Small vehicles only, 6ft clearance",No Pets,No Smoking Allowed.,"['Hardwood floors', 'Air Conditioning', 'Storage space', 'Bus route nearby', 'Balcony', '']",https://www.madisonproperty.com/unit?id=3739_325
13571_343,1642 Sapphire Way,1727,C+D,Standard,4/1/24,$2295,Free,Suburb,Duplex,Standard,"$2,295 /mo",4/1/2024,3,2.0,1727 Sq Ft,Unit Electricity . Unit Gas . Water and Sewer.,Hookups,"Elem: Westside Elementary, Mid: Prairie View, High: Sun Prairie",Parking Included; Two Car Garage,Dogs & Cats,No Smoking Allowed. A 600 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Garage', 'Breakfast bar', 'Microwave', 'Deck', 'Central Air', 'Decorative Fireplace', 'Private Entrance', 'Finished Basement', 'Laminate Flooring']",https://www.madisonproperty.com/unit?id=13571_343
6491_343,619 N Segoe Rd #216,1210,C+D*,Standard,9/1/24,$2895,$,West,Apartment,Standard,"$2,895 /mo",9/1/2024,2,2.0,1210 Sq Ft,"Unit Electricity (Heat, A/C).",In Unit,"Elem: Van Hise, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Pet limit per apartment. Breed Restrictions Apply on Dogs: No Agressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Dog Wash Station', '']",https://www.madisonproperty.com/unit?id=6491_343
6442_382,619 N Segoe Rd #406,813,C+D*,Short Term w/ Renewal,3/4/24,$1820,$,West,Apartment,Short Term w/ Renewal Option,"$1,820 /mo",3/4/2024,1,1.0,813 Sq Ft,"Unit Electricity (Heat, A/C).",In Unit,"Elem: Van Hise, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Pet limit per apartment. Breed Restrictions Apply on Dogs: No Agressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Additional Storage', 'Dog Wash Station', '']",https://www.madisonproperty.com/unit?id=6442_382
6517_343,619 N Segoe Rd #515,1448,C+D*,Standard,8/1/24,$3650,$,West,Apartment,Standard,"$3,650 /mo",8/1/2024,3,2.0,1448 Sq Ft,"Unit Electricity (Heat, A/C).",In Unit,"Elem: Van Hise, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Pet limit per apartment. Breed Restrictions Apply on Dogs: No Agressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Additional Storage', 'Dog Wash Station', '']",https://www.madisonproperty.com/unit?id=6517_343
6525_343,619 N Segoe Rd #601,1506,C+D*,Standard,8/1/24,$3650,$,West,Apartment,Standard,"$3,650 /mo",8/1/2024,3,2.0,1506 Sq Ft,"Unit Electricity (Heat, A/C).",In Unit,"Elem: Van Hise, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Pet limit per apartment. Breed Restrictions Apply on Dogs: No Agressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Dog Wash Station', '']",https://www.madisonproperty.com/unit?id=6525_343
6424_382,619 N Segoe Rd #903,605,C+D*,Short Term w/ Renewal,3/20/24,$1700,$,West,Apartment,Short Term w/ Renewal Option,"$1,700 /mo",3/20/2024,1,1.0,605 Sq Ft,"Unit Electricity (Heat, A/C).",In Unit,"Elem: Van Hise, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Pet limit per apartment. Breed Restrictions Apply on Dogs: No Agressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Dog Wash Station', '']",https://www.madisonproperty.com/unit?id=6424_382
1814_382,1026 Spaight St #3,400,No,Short Term w/ Renewal,Now,$1075,Street,Downtown,Apartment,Short Term w/ Renewal Option,"$1,075 /mo",Now,1,1.0,400 Sq Ft,Landlord pays all utilities.,Laundromat,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed. A 600 credit score requirement applies for applications.,"['Carpeted', 'Air Conditioning']",https://www.madisonproperty.com/unit?id=1814_382
10768_382,932 Spaight St #5,725,C*,Short Term w/ Renewal,5/15/24,$1120,Free,Campus,Apartment,Short Term w/ Renewal Option,"$1,120 /mo",5/15/2024,1,1.0,725 Sq Ft,Landlord pays all utilities.,"On Site (Washer: $1.00, Dryer: $0.75)","Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Parking Included; 1 parking spot included,CatsPet Restrictions: 2 Cat Max. No Dogs,No Smoking Allowed.,"['Hardwood floors', 'Electricity Included', 'Heat included', 'Additional Storage']",https://www.madisonproperty.com/unit?id=10768_382
13541_325,105 1/2 State St #1,500,No*,Campus,8/16/24,$1095,Street,Campus,Apartment,Campus,"$1,095 /mo",8/16/2024,1,1.0,500 Sq Ft,Unit Electricity .,"On Site (Washer: $1.00, Dryer: $1.00)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Heat included', '']",https://www.madisonproperty.com/unit?id=13541_325
13545_325,105 1/2 State St #7,310,No*,Campus,8/16/24,$995,Street,Campus,Apartment,Campus,$995 /mo,8/16/2024,1,1.0,310 Sq Ft,Unit Electricity .,"On Site (Washer: $1.00, Dryer: $1.00)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Carpeted', 'Bus route nearby', 'Microwave', 'Heat included']",https://www.madisonproperty.com/unit?id=13545_325
13538_325,105 1/2 State St #8,225,No*,Campus,8/16/24,$925,Street,Campus,Apartment,Campus,$925 /mo,8/16/2024,1,1.0,225 Sq Ft,Unit Electricity .,"On Site (Washer: $1.00, Dryer: $1.00)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Bus route nearby', 'Microwave', 'Heat included', '']",https://www.madisonproperty.com/unit?id=13538_325
16115_325,107.5 State St #3,840,No,Campus,8/16/24,$2325,Street,Campus,Apartment,Campus,"$2,325 /mo",8/16/2024,2,1.5,840 Sq Ft,Landlord pays all utilities.,"On Site (Washer: $1.75, Dryer: $1.50)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Carpeted', 'Hardwood floors', 'Dishwasher', 'Microwave', 'Central Air', 'Granite Countertops']",https://www.madisonproperty.com/unit?id=16115_325
16116_325,107.5 State St #4,410,No,Campus,8/16/24,$1495,Street,Campus,Apartment,Campus,"$1,495 /mo",8/16/2024,1,1.0,410 Sq Ft,Landlord pays all utilities.,"On Site (Washer: $1.75, Dryer: $1.50)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Hardwood floors', 'Dishwasher', 'Microwave', 'Stainless appliances', 'Central Air', 'Granite Countertops']",https://www.madisonproperty.com/unit?id=16116_325
16117_325,107.5 State St #5,340,No,Campus,8/16/24,$1495,Street,Campus,Apartment,Campus,"$1,495 /mo",8/16/2024,Studio,1.0,340 Sq Ft,Landlord pays all utilities.,"On Site (Washer: $1.75, Dryer: $1.50)","Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Hardwood floors', 'Dishwasher', 'Microwave', 'Stainless appliances', 'Central Air', 'Granite Countertops']",https://www.madisonproperty.com/unit?id=16117_325
5662_325,222 State St #402,415,No*,Campus,8/16/24,$1595,Street,Campus,Apartment,Campus,"$1,595 /mo",8/16/2024,Studio,1.0,415 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Dishwasher', 'Storage space', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has an elevator', 'Central Air', 'Luxury Vinyl Plank']",https://www.madisonproperty.com/unit?id=5662_325
5252_382,222 State St #403,1159,No*,Short Term w/ Renewal,Now,$1895,Street,Campus,Apartment,Short Term w/ Renewal Option,"$1,895 /mo",Now,2,1.0,1159 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,No Pets,No Smoking Allowed.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has an elevator', 'Central Air', 'Luxury Vinyl Plank']",https://www.madisonproperty.com/unit?id=5252_382
7388_325,613 State St # 1,495,C+D,Campus,8/16/24,$1545,Street,Campus,Apartment,Campus,"$1,545 /mo",8/16/2024,1,1.0,495 Sq Ft,Unit Electricity .,Laundromat,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,Dogs & Cats,No Smoking Allowed.,"['Bus route nearby', 'Microwave', 'Heat included', 'Patio', 'Balcony', '']",https://www.madisonproperty.com/unit?id=7388_325
7388_382,613 State St # 1,495,C+D,Short Term w/ Renewal,Now,$1545,Street,Campus,Apartment,Short Term w/ Renewal Option,"$1,545 /mo",Now,1,1.0,495 Sq Ft,Unit Electricity .,Laundromat,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,Dogs & Cats,No Smoking Allowed.,"['Bus route nearby', 'Microwave', 'Heat included', 'Patio', 'Balcony', '']",https://www.madisonproperty.com/unit?id=7388_382
7389_325,613 State St # 2,940,C+D,Campus,8/16/24,$1995,Street,Campus,Apartment,Campus,"$1,995 /mo",8/16/2024,1 + Den,1.0,940 Sq Ft,Unit Electricity .,Laundromat,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Street; Local Ordinances ApplyCheck for nearby parking.,Dogs & Cats,No Smoking Allowed.,"['Air Conditioning', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Heat included', 'Stainless appliances', 'Patio', 'Balcony']",https://www.madisonproperty.com/unit?id=7389_325
10641_343,1120 Stonewood Crossing #1204,1316,C+D*,Standard,6/1/24,$1850,Free,Suburb,Townhome,Standard,"$1,850 /mo",6/1/2024,2,2.0,1316 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water). Water and Sewer.",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; One Car Garage,"Dogs & CatsPet Restrictions: 3 animal max, 2 cats max, Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids * Requires proof of vacinations and picture of dog prior to signing. Dogs are not allowed in Building 2",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Microwave', 'Stainless appliances', 'Patio', 'Central Air', 'Private Entrance', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Electric Fireplace', '']",https://www.madisonproperty.com/unit?id=10641_343
10647_343,1120 Stonewood Crossing #2102,1440,C*,Standard,Now,$1895,Free,Suburb,Townhome,Standard,"$1,895 /mo",Now,2,2.0,1440 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water). Water and Sewer.",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; Two Car Garage,"CatsPet Restrictions: 3 animal max, 2 cats max, Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids * Requires proof of vacinations and picture of dog prior to signing. Dogs are not allowed in Building 2",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Microwave', 'Stainless appliances', 'Patio', 'Central Air', 'Private Entrance', 'Luxury Vinyl Plank', 'Quartz Countertops', 'Electric Fireplace', '']",https://www.madisonproperty.com/unit?id=10647_343
12973_343,1174 Stonewood Crossing #106,655,C+smD*,Standard,Now,$1350,Free,Suburb,Apartment,Standard,"$1,350 /mo",Now,1,1.0,655 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat).",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; 1 car garage,"Small Dogs & CatsPet Restrictions:  1 pet max, no dogs over 40 pounds, no aggressive breeds.",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Breakfast bar', 'Microwave', 'Stainless appliances', 'Patio', 'Deck', 'Central Air', 'Handicap Accessible Unit', 'Luxury Vinyl Plank', 'Quartz Countertops']",https://www.madisonproperty.com/unit?id=12973_343
12980_343,1174 Stonewood Crossing #204,709,C+smD*,Standard,4/4/24,$1345,Free,Suburb,Apartment,Standard,"$1,345 /mo",4/4/2024,1,1.0,709 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat).",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; 1 car garage,"Small Dogs & CatsPet Restrictions:  1 pet max, no dogs over 40 pounds, no aggressive breeds.",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Breakfast bar', 'Microwave', 'Stainless appliances', 'Deck', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', '']",https://www.madisonproperty.com/unit?id=12980_343
12984_343,1174 Stonewood Crossing #208,840,C+smD*,Standard,4/1/24,$1750,Free,Suburb,Apartment,Standard,"$1,750 /mo",4/1/2024,2,1.0,840 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat).",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; 1 car garage,"Small Dogs & CatsPet Restrictions:  1 pet max, no dogs over 40 pounds, no aggressive breeds.",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Breakfast bar', 'Microwave', 'Stainless appliances', 'Deck', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', '']",https://www.madisonproperty.com/unit?id=12984_343
12986_343,1174 Stonewood Crossing #210,565,C+smD*,Standard,4/1/24,$1265,Free,Suburb,Apartment,Standard,"$1,265 /mo",4/1/2024,1,1.0,565 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat).",In Unit,"Elem: Bird, Mid: Patrick Marsh, High: Sun Prairie",Parking Included; 1 car garage,"Small Dogs & CatsPet Restrictions:  1 pet max, no dogs over 40 pounds, no aggressive breeds.",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Garage', 'Breakfast bar', 'Microwave', 'Stainless appliances', 'Deck', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Quartz Countertops', '']",https://www.madisonproperty.com/unit?id=12986_343
6920_343,244 12th St # 808,890,No*,Standard,4/5/24,$1125,Free,North,Apartment,Standard,"$1,125 /mo",4/5/2024,2,1.0,890 Sq Ft,"Unit Electricity (Heat, Stove, Hot Water, A/C). Prairie Du Sac Utilities Bill includes Street Lights and Trash Charges.","On Site (Washer: $2.00, Dryer: $2.00)","Elem: , Mid/High: Sauk Prairie",Parking Included; 2 Stalls,No Pets,,"['Carpeted', 'Air Conditioning', 'Storage space', '']",https://www.madisonproperty.com/unit?id=6920_343
6921_382,244 12th St # 901,890,No*,Short Term w/ Renewal,3/22/24,$950,Free,North,Apartment,Short Term w/ Renewal Option,$950 /mo,3/22/2024,2,1.0,890 Sq Ft,"Unit Electricity (Heat, Stove, Hot Water, A/C). Prairie Du Sac Utilities Bill includes Street Lights and Trash Charges.","On Site (Washer: $2.00, Dryer: $2.00)","Elem: , Mid/High: Sauk Prairie",Parking Included; 2 Stalls,No Pets,,"['Carpeted', 'Dishwasher', 'Air Conditioning', 'Storage space', 'Vaulted Ceilings', '']",https://www.madisonproperty.com/unit?id=6921_382
1682_325,2104 University Ave #2,925,C*,Campus,8/16/24,$1995,$,Campus,Apartment,Campus,"$1,995 /mo",8/16/2024,2,1.0,925 Sq Ft,Unit Electricity . Unit Gas (Stove).,On Site,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"CatsPet Restrictions: 2 cat maximum. Pet approval requires picture of pet w/ confirmation of name, breed and size. Vaccination records required. no dogs",No Smoking Allowed.,"['Hardwood floors', 'Storage space', 'Bus route nearby', 'Landlord Pays All Utilities']",https://www.madisonproperty.com/unit?id=1682_325
1682_327,2104 University Ave #2,925,C*,Sublet,Now,$747,$,Campus,Apartment,Sublet,$748 /mo,Now,2,1.0,925 Sq Ft,Unit Electricity . Unit Gas (Stove).,On Site,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"CatsPet Restrictions: 2 cat maximum. Pet approval requires picture of pet w/ confirmation of name, breed and size. Vaccination records required. no dogs",No Smoking Allowed.,"['Hardwood floors', 'Storage space', 'Bus route nearby', 'Landlord Pays All Utilities']",https://www.madisonproperty.com/unit?id=1682_327
1475_327,1107 Vilas Ave,1000,No,Sublet,3/1/24,$665,Free,Campus,Apartment,Sublet,$665 /mo,3/1/2024,2,1.0,1000 Sq Ft,"Unit Electricity (Heat, A/C).",On Site,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Parking Included; Free parking for up to 3 cars in driveway in exchange for taking trash can out,No Pets,No Smoking Allowed.,"['Hardwood floors', 'Heat included', 'Porch', '']",https://www.madisonproperty.com/unit?id=1475_327
7873_382,822 E Washington Ave #630,1454,C+D*,Short Term w/ Renewal,3/1/24,$2695,$,Downtown,Apartment,Short Term w/ Renewal Option,"$2,695 /mo",3/1/2024,2,2.0,1454 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7873_382
